,fband,netst,stlo,stla,meanb,meanQ,ncount,nearest_lon,nearest_lat,vs30
413,1.0-2.0,TA.R31K,-135.739807,58.4133,0.6819999999999999,14.0278,5,-124.7233,48.3852,590.0514
414,1.0-2.0,TA.T33K,-132.952393,56.8144,0.63,15.7748,5,-124.7213,48.3872,605.8344
415,1.0-2.0,TA.T35M,-130.249603,56.981098,0.32,29.5766,5,-124.7213,48.3872,605.8344
416,1.0-2.0,UW.FISH,-123.559097,45.930599,0.2316666666666666,130.95083333333335,6,-123.5593,45.9313,520.5142
417,1.0-2.0,TA.S34M,-131.131195,57.9128,0.09,114.6165,4,-124.7213,48.3872,605.8344
418,1.0-2.0,UO.CHIL,-121.753639,42.624561,0.01,942.478,4,-121.7534,42.6254,332.6396
419,1.0-2.0,UO.DFAZ,-122.109299,43.240601,0.2,48.365,6,-122.1094,43.2413,477.0
420,1.0-2.0,UO.WLOO,-122.737694,44.523418,0.0966666666666666,506.8605,6,-122.7373,44.5233,668.8057
421,1.0-2.0,UW.BES3,-122.525337,47.642021,0.16,58.905,1,-122.5254,47.6412,568.2201
422,1.0-2.0,UW.KENT,-120.635101,45.235699,0.01,942.478,2,-120.6354,45.2353,529.7396
423,1.0-2.0,UW.OT3,-119.234131,46.668861,0.165,57.1725,2,-119.2334,46.6693,329.8799
424,1.0-2.0,UW.RAD1,-122.363335,47.636131,0.08,117.81,1,-122.3634,47.6352,607.6203
425,1.0-2.0,UW.RAD2,-122.358353,47.631645,0.19,49.604,1,-122.3574,47.6312,352.8435
426,1.0-2.0,UW.RAD3,-122.362602,47.633865,0.07,134.64,1,-122.3634,47.6332,557.4368
427,1.0-2.0,UW.RAD4,-122.354973,47.638039,0.17,55.44,1,-122.3554,47.6372,353.2525
428,1.0-2.0,UW.RAD5,-122.356667,47.635693,0.11,85.68,1,-122.3574,47.6352,430.9972
429,1.0-2.0,UW.STOR,-121.9888,47.188099,0.3066666666666667,40.19866666666667,3,-121.9894,47.1872,449.3861
430,1.0-2.0,UW.TUCA,-118.1455,46.513901,0.145,81.345,2,-118.1455,46.5133,542.9844
431,1.0-2.0,UW.UMAT,-118.959503,45.290401,0.1649999999999999,61.9845,4,-118.9594,45.2913,545.1071
432,1.0-2.0,UW.WOLL,-118.920998,47.057301,0.0666666666666666,390.68533333333335,3,-118.9214,47.0572,286.186
433,1.0-2.0,CC.PR01,-122.037567,46.91011,0.344,29.8624,5,-122.0374,46.9093,463.0
434,1.0-2.0,CC.PR02,-122.048637,46.918304,0.3259999999999999,30.1636,5,-122.0494,46.9193,490.49
435,1.0-2.0,CC.PR04,-121.988525,46.929749,0.356,27.7542,5,-121.9894,46.9293,539.0
436,1.0-2.0,TA.R32K,-134.518097,58.2747,1.13,8.3935,2,-124.7213,48.3872,605.8344
437,1.0-2.0,UW.BERY,-122.096001,48.264099,0.2179999999999999,49.6526,5,-122.0954,48.2632,355.6378
438,1.0-2.0,UW.BST01,-122.391701,47.681702,0.195,48.620000000000005,2,-122.3914,47.6812,364.0512
439,1.0-2.0,UW.BST03,-122.3619,47.715389,0.175,84.14999999999999,2,-122.3614,47.7152,463.2331
440,1.0-2.0,UW.BST04,-122.29483,47.70089,0.1,94.248,1,-122.2954,47.7012,387.7118
441,1.0-2.0,UW.GBB,-119.628983,46.608688,0.01,942.478,2,-119.6294,46.6093,538.597
442,1.0-2.0,UW.H2O,-119.42411,46.39555,0.01,942.478,4,-119.4234,46.3953,368.3764
443,1.0-2.0,UW.KREP,-121.459702,45.885201,0.034,298.451,5,-121.4594,45.8853,524.5464
444,1.0-2.0,UW.LUMI,-122.706299,48.7201,0.254,37.476600000000005,5,-122.7053,48.7192,585.3542
445,1.0-2.0,UW.PRO,-119.686813,46.212521,0.016,801.1062,5,-119.6874,46.2133,801.0
446,1.0-2.0,UW.RCM,-121.732979,46.83564,0.042,488.3748,5,-121.7334,46.8353,900.0
447,1.0-2.0,UW.SNI2,-119.655151,46.464802,0.018,628.3186,5,-119.6554,46.4653,374.85
448,1.0-2.0,CC.CLCV,-122.088882,42.976139,0.03,733.0384999999999,4,-122.0894,42.9754,600.0
449,1.0-2.0,CC.CLMS,-122.016258,42.922958,0.4033333333333333,55.63233333333333,3,-122.0154,42.9234,680.0
450,1.0-2.0,CC.HIYU,-121.807396,45.43523,0.0475,243.47375,4,-121.8074,45.4353,824.0
451,1.0-2.0,CC.HUSB,-121.849358,44.119453,0.1,94.248,1,-121.8494,44.1193,672.0
452,1.0-2.0,CC.REM,-122.185501,46.200199,0.13,74.2245,4,-122.1854,46.1993,900.0
453,1.0-2.0,CC.RUSH,-121.944389,46.903061,0.1425,66.198,4,-121.9434,46.9033,621.0
454,1.0-2.0,CC.SEP,-122.190857,46.19978,0.2199999999999999,285.543,4,-122.1914,46.1993,900.0
455,1.0-2.0,CC.SIFT,-121.953201,46.866871,0.2575,52.17675,4,-121.9534,46.8673,590.0275
456,1.0-2.0,CC.TIMB,-121.710358,45.33572,0.05,720.7185,4,-121.7094,45.3353,900.0
457,1.0-2.0,UO.ALSE,-123.590424,44.381817,0.42,22.9075,2,-123.5913,44.3813,322.523
458,1.0-2.0,UO.LAIR,-123.931396,43.161499,0.68,13.86,1,-123.9313,43.1613,512.0
459,1.0-2.0,UO.WOOD,-122.304604,42.217899,0.01,942.478,1,-122.3054,42.2174,638.4779
460,1.0-2.0,UW.BST05,-122.327637,47.682049,0.15,62.832,1,-122.3274,47.6812,309.0406
461,1.0-2.0,UW.BST08,-122.365562,47.680519,0.22,42.84,1,-122.3654,47.6812,391.9922
462,1.0-2.0,UW.BST09,-122.30899,47.653999,0.22,42.9285,2,-122.3094,47.6532,429.6708
463,1.0-2.0,UW.BST11,-122.328827,47.641972,0.24,39.27,1,-122.3294,47.6412,339.1317
464,1.0-2.0,UW.BST12,-122.374001,47.640751,0.35,26.928,1,-122.3734,47.6412,702.7404
465,1.0-2.0,UW.BST15,-122.225441,47.576012,0.04,235.619,1,-122.2254,47.5752,485.4916
466,1.0-2.0,UW.BST19,-122.908989,47.62059,0.19,49.604,1,-122.9093,47.6192,628.1262
467,1.0-2.0,UW.BST22,-122.884773,47.42738,0.11,493.679,2,-122.8853,47.4272,543.5786
468,1.0-2.0,UW.BST23,-123.068977,47.49984,0.01,942.478,1,-123.0693,47.4992,787.0
469,1.0-2.0,UW.CBS,-120.042847,47.804691,0.055,230.38375,4,-120.0434,47.8052,853.0
470,1.0-2.0,UW.DOSE,-122.971802,47.717201,0.8400000000000002,13.105333333333334,3,-122.9713,47.7172,342.0
471,1.0-2.0,UW.HOOD,-121.650932,45.322262,0.0974999999999999,134.13775,4,-121.6514,45.3213,423.7547
472,1.0-2.0,UW.HOPR,-120.894302,47.922901,0.105,95.154,2,-120.8934,47.9232,386.7527
473,1.0-2.0,UW.LIGO,-119.417686,46.461704,0.01,942.478,4,-119.4174,46.4613,266.287
474,1.0-2.0,UW.LRIV,-123.503998,48.057499,0.025,740.5185,4,-123.5033,48.0572,506.2516
475,1.0-2.0,UW.OLQN,-123.812523,47.513248,0.5149999999999999,18.497,4,-123.8133,47.5132,322.812
476,1.0-2.0,UW.RADR,-123.798973,46.42181,0.5175,18.31575,4,-123.7993,46.4213,401.0
477,1.0-2.0,UW.TOLE,-122.845398,46.452694,0.1,108.4455,4,-122.8453,46.4533,359.157
478,1.0-2.0,UW.YPT,-118.963173,46.048351,0.2566666666666666,38.139,3,-118.9634,46.0493,454.9056
479,1.0-2.0,CC.BRSP,-121.708427,45.40155,0.0333333333333333,667.5886666666667,3,-121.7094,45.4013,900.0
480,1.0-2.0,CC.CARB,-122.005409,46.988319,0.2066666666666666,47.790333333333336,3,-122.0054,46.9892,653.7688
481,1.0-2.0,CC.KAUT,-121.857391,46.730263,1.4266666666666667,6.634333333333333,3,-121.8574,46.7293,483.0854
482,1.0-2.0,CC.PALM,-121.705536,45.358574,0.0833333333333333,114.69333333333331,3,-121.7054,45.3593,900.0
483,1.0-2.0,CC.PARA,-121.742149,46.786442,0.2866666666666667,34.67066666666667,3,-121.7414,46.7873,720.5153
484,1.0-2.0,CC.PR03,-122.032692,46.903435,0.75,17.9225,2,-122.0334,46.9033,505.7933
485,1.0-2.0,CC.SVIC,-121.253273,43.643082,1.535,6.195,2,-121.2534,43.6433,449.0177
486,1.0-2.0,CC.YOCR,-121.743538,45.379177,0.0533333333333333,398.3093333333333,3,-121.7434,45.3793,900.0
487,1.0-2.0,UO.CAVE,-123.570709,42.120869,0.01,942.478,1,-123.5713,42.1214,295.519
488,1.0-2.0,UO.HBUG,-124.379433,42.640789,0.5666666666666665,16.758,3,-124.3793,42.6414,584.3378
489,1.0-2.0,UO.MONKS,-123.003616,45.994202,0.1933333333333333,48.86933333333334,3,-123.0033,45.9933,509.2899
490,1.0-2.0,UO.NBFR,-123.853233,45.726151,0.0533333333333333,178.024,3,-123.8533,45.7253,352.491
491,1.0-2.0,UO.VITI,-123.318085,44.28157,0.2066666666666666,54.18000000000001,3,-123.3173,44.2813,577.0541
492,1.0-2.0,UW.BRAN,-117.227699,45.9734,0.04,538.559,2,-117.2275,45.9733,830.5763
493,1.0-2.0,UW.BST29,-122.223015,47.707245,0.24,39.27,1,-122.2234,47.7072,358.0632
494,1.0-2.0,UW.DONK,-122.156731,48.42384,0.15,62.832,1,-122.1574,48.4232,900.0
495,1.0-2.0,UW.MDW,-119.762154,46.613022,0.01,942.478,1,-119.7614,46.6133,665.8259
496,1.0-2.0,UW.MOX,-120.299339,46.577179,0.025,589.0485,2,-120.2994,46.5773,440.5062
497,1.0-2.0,UW.PRIN,-122.630852,48.21172,0.1433333333333333,66.759,3,-122.6314,48.2112,422.1769
498,1.0-2.0,UW.WAT2,-120.114433,47.620239,0.01,942.478,3,-120.1154,47.6212,419.2
499,1.0-2.0,UW.WHGC,-123.729866,46.655991,0.2066666666666666,45.62800000000001,3,-123.7293,46.6553,319.0712
500,1.0-2.0,UW.WYNO,-123.612961,47.433922,0.12,78.54,1,-123.6133,47.4332,478.0
501,1.0-2.0,CC.CRBN,-121.96106,46.988132,0.07,507.488,2,-121.9614,46.9872,900.0
502,1.0-2.0,CC.GTWY,-121.916763,46.740162,0.29,32.850500000000004,2,-121.9174,46.7393,383.7456
503,1.0-2.0,CC.LSON,-121.647079,45.359612,0.015,706.8584999999999,2,-121.6474,45.3593,818.6089
504,1.0-2.0,CC.OPCH,-121.571175,46.731319,0.24,39.27,1,-121.5714,46.7313,397.1562
505,1.0-2.0,CC.VOIT,-121.983398,46.966331,0.38,24.802,1,-121.9834,46.9672,436.1511
506,1.0-2.0,UO.KBO,-124.225983,42.212357,1.34,7.033,1,-124.2253,42.2114,361.0
507,1.0-2.0,UO.KEB,-124.33419,42.872353,0.685,13.848,2,-124.3333,42.8714,711.0
508,1.0-2.0,UO.KUHN,-122.89579,45.78521,0.19,57.39450000000001,2,-122.8953,45.7853,415.6618
509,1.0-2.0,UO.UCHR,-123.870911,44.834572,0.79,12.317,2,-123.8713,44.8353,608.0
510,1.0-2.0,UW.ANGUS,-123.492767,47.100842,0.37,25.472,1,-123.4933,47.1012,469.1821
511,1.0-2.0,UW.ARTIC,-123.758667,46.80521,0.14,67.32,2,-123.7593,46.8053,510.0302
512,1.0-2.0,UW.CHIMA,-122.780579,48.010509,0.06,157.08,2,-122.7813,48.0112,320.6797
513,1.0-2.0,UW.DOTY,-123.369232,46.704639,0.8049999999999999,12.2885,2,-123.3693,46.7053,569.267
514,1.0-2.0,UW.HOQUI,-123.956596,47.08075,0.285,40.946,2,-123.9573,47.0812,430.9898
515,1.0-2.0,UW.JEDS,-124.049049,43.751572,0.62,15.201,1,-124.0493,43.7513,583.5758
516,1.0-2.0,UW.LOKMT,-120.789398,47.149632,0.16,65.28,2,-120.7894,47.1492,779.3767
517,1.0-2.0,UW.MONTE,-123.575111,47.024109,0.105,494.801,2,-123.5753,47.0232,424.5092
518,1.0-2.0,UW.SALO,-122.3731,47.95145,0.215,43.86,2,-122.3734,47.9512,490.7877
519,1.0-2.0,CC.MAR,-122.296669,46.28532,0.25,37.699,1,-122.2974,46.2853,463.8497
520,1.0-2.0,CC.UNFR,-122.292099,46.27261,0.11,85.68,1,-122.2914,46.2733,497.4147
521,1.0-2.0,UO.PERY,-123.260193,45.04092,0.01,942.478,1,-123.2593,45.0413,219.4266
522,1.0-2.0,UO.RSBO,-122.267036,44.043362,0.01,942.478,1,-122.2674,44.0433,599.0
523,1.0-2.0,UO.TRIPT,-123.643761,45.629532,0.94,10.026,1,-123.6433,45.6293,612.0
524,1.0-2.0,UW.BHAM,-122.417519,48.787239,0.68,13.86,1,-122.4174,48.7872,504.5898
525,1.0-2.0,UW.BHCR,-118.040871,48.128769,0.25,37.699,1,-118.0415,48.1292,614.0
526,1.0-2.0,UW.BICK,-120.339447,46.040115,0.01,942.478,1,-120.3394,46.0393,503.1421
527,1.0-2.0,UW.COWL,-122.664612,46.48204,0.03,314.159,1,-122.6654,46.4813,491.066
528,1.0-2.0,UW.DAVN,-118.274101,47.800598,0.64,14.726,1,-118.2735,47.8012,455.0
529,1.0-2.0,UW.EDM,-122.151207,46.19717,0.06,157.08,1,-122.1514,46.1973,900.0
530,1.0-2.0,UW.ETW,-120.332359,47.604549,0.23,40.977,1,-120.3314,47.6052,900.0
531,1.0-2.0,UW.FMW,-121.671463,46.941914,0.52,18.125,1,-121.6714,46.9413,900.0
532,1.0-2.0,UW.GOBBL,-118.730194,48.67466,0.01,942.478,1,-118.7295,48.6752,561.0369
533,1.0-2.0,UW.HERD,-123.653099,47.22757,0.26,36.249,1,-123.6533,47.2272,504.9686
534,1.0-2.0,UW.HSR,-122.180603,46.174171,0.01,942.478,1,-122.1814,46.1733,900.0
535,1.0-2.0,UW.LMONT,-117.899857,47.20364,0.15,62.832,1,-117.8995,47.2032,415.39
536,1.0-2.0,UW.LTY,-120.666359,47.254509,0.01,942.478,1,-120.6654,47.2552,537.0
537,1.0-2.0,UW.MANO,-120.724693,46.951103,0.14,67.32,1,-120.7254,46.9513,521.0
538,1.0-2.0,UW.MOODY,-124.014183,47.208931,0.11,85.68,1,-124.0133,47.2092,265.3372
539,1.0-2.0,UW.MULN,-122.064407,48.535439,0.05,188.496,1,-122.0654,48.5352,470.727
540,1.0-2.0,UW.NATEM,-122.81852,48.105869,0.03,314.159,1,-122.8193,48.1052,513.4694
541,1.0-2.0,UW.NEL,-120.339508,48.078018,0.07,134.64,1,-120.3394,48.0772,900.0
542,1.0-2.0,UW.OMAK,-119.333199,48.358398,0.01,942.478,1,-119.3334,48.3592,357.5374
543,1.0-2.0,UW.RER,-121.842499,46.818581,0.13,72.498,1,-121.8434,46.8193,790.0
544,1.0-2.0,UW.SHUK,-121.676949,48.85284,0.01,942.478,1,-121.6774,48.8532,480.0
545,1.0-2.0,UW.TDH,-121.791443,45.289997,0.76,12.401,1,-121.7914,45.2893,641.8501
546,1.0-2.0,UW.TOLT,-121.689499,47.694698,0.05,188.496,1,-121.6894,47.6952,579.6303
547,1.0-2.0,UW.WRW,-120.883003,47.856651,0.18,52.36,1,-120.8834,47.8572,900.0
548,2.0-4.0,LI.LTH,-119.417679,46.4617,0.01,1884.956,2,-119.4174,46.4613,266.287
549,2.0-4.0,TA.F03A,-123.559097,45.930599,0.5750000000000001,32.965,4,-123.5593,45.9313,520.5142
550,2.0-4.0,TA.I05A,-121.267502,44.162601,0.6699999999999999,28.201000000000004,3,-121.2674,44.1633,425.754
551,2.0-4.0,XN.A04,-122.916397,59.981098,0.68,27.72,1,-123.0373,49.0012,318.974
552,2.0-4.0,XN.B01,-123.267601,58.898499,1.63,11.564,1,-123.0833,49.0012,324.2436
553,2.0-4.0,XN.B05,-125.766998,58.9305,1.39,13.561,1,-123.0833,49.0012,324.2436
554,2.0-4.0,XN.B12,-131.7444,59.932999,0.17,110.88,1,-124.7213,48.3872,605.8344
555,2.0-4.0,XN.C02,-122.713898,58.0965,0.32,58.905,1,-122.7133,49.0012,426.8878
556,2.0-4.0,XN.C08,-120.743301,56.264599,0.62,30.403,1,-120.7434,48.9992,900.0
557,2.0-4.0,XN.C10,-119.8853,55.462101,1.72,10.959,1,-119.8854,48.9992,742.0
558,2.0-4.0,XN.C12,-118.367401,55.1987,0.68,27.72,1,-118.3675,48.9992,900.0
559,2.0-4.0,UW.ERW,-122.626007,48.453838,0.05,376.991,1,-122.6254,48.4532,738.0
560,2.0-4.0,UW.SP2,-122.249229,47.55629,0.1022222222222222,190.999,9,-122.2494,47.5572,331.0745
561,2.0-4.0,TA.A04A,-122.707001,48.7197,1.78,10.59,1,-122.7073,48.7192,558.2201
562,2.0-4.0,TA.B04A,-123.503998,48.057499,0.225,85.85300000000001,2,-123.5033,48.0572,506.2516
563,2.0-4.0,TA.B05A,-122.096001,48.264099,0.81,23.7085,2,-122.0954,48.2632,355.6378
564,2.0-4.0,TA.C05A,-121.689499,47.694698,0.3566666666666667,52.915,3,-121.6894,47.6952,579.6303
565,2.0-4.0,TA.D05A,-121.9888,47.188099,0.36,52.36,1,-121.9894,47.1872,449.3861
566,2.0-4.0,TA.E03A,-123.563202,46.545898,0.2633333333333333,74.622,3,-123.5633,46.5453,423.3968
567,2.0-4.0,TA.E05A,-121.760803,46.560501,0.01,1884.956,1,-121.7614,46.5613,900.0
568,2.0-4.0,TA.F05A,-121.458801,45.8839,0.195,97.24,2,-121.4594,45.8833,418.5503
569,2.0-4.0,TA.H02A,-123.999702,44.676399,0.01,1884.956,2,-123.9993,44.6773,498.6873
570,2.0-4.0,TA.H03A,-123.292297,44.676498,0.53,35.565,1,-123.2913,44.6773,670.0131
571,2.0-4.0,TA.H05A,-121.227097,44.647301,0.13,145.86,2,-121.2274,44.6473,457.8277
572,2.0-4.0,TA.J04A,-122.109299,43.240601,0.0349999999999999,1099.5575,2,-122.1094,43.2413,477.0
573,2.0-4.0,TA.K04A,-121.730698,42.6133,0.055,431.969,2,-121.7314,42.6134,296.5174
574,2.0-4.0,TA.L09A,-117.666702,42.019199,0.955,21.01,2,-117.6675,42.0194,381.7309
575,2.0-4.0,US.BMO,-117.306,44.852501,0.49,38.468,1,-117.3055,44.8533,555.4621
576,2.0-4.0,XC.OR011,-118.835999,44.3969,0.445,44.3815,2,-118.8354,44.3973,607.4927
577,2.0-4.0,XU.E010,-121.802803,48.0979,0.295,65.419,2,-121.8034,48.0972,427.9359
578,2.0-4.0,XU.E020,-121.633102,47.845699,0.16,118.272,2,-121.6334,47.8452,371.6636
579,2.0-4.0,XU.N010,-124.137299,47.060101,0.665,28.385,2,-124.1373,47.0592,424.7855
580,2.0-4.0,XU.N015,-124.032898,47.1101,0.58,43.332,2,-124.0333,47.1092,456.1672
581,2.0-4.0,XU.N025,-123.916397,47.1591,0.24,82.10300000000001,2,-123.9173,47.1592,400.4302
582,2.0-4.0,XU.N080,-122.551697,47.164501,0.51,40.46,2,-122.5514,47.1652,535.1602
583,2.0-4.0,XU.N090,-122.195297,47.185799,0.77,24.48,1,-122.1954,47.1852,611.8693
584,2.0-4.0,XU.N100,-121.788101,47.290901,0.2249999999999999,84.15,2,-121.7874,47.2912,745.0
585,2.0-4.0,XU.N110,-121.636497,47.145302,0.545,35.4485,2,-121.6374,47.1452,324.0152
586,2.0-4.0,XU.N130,-121.047997,47.247002,0.195,97.24,2,-121.0474,47.2472,439.6349
587,2.0-4.0,XU.S030,-123.296501,47.029099,0.265,71.1555,2,-123.2973,47.0292,436.5501
588,2.0-4.0,XU.S040,-123.026604,47.0401,0.23,86.02,2,-123.0273,47.0392,658.4865
589,2.0-4.0,XU.S050,-122.870697,47.006802,0.01,1884.956,2,-122.8713,47.0072,417.1659
590,2.0-4.0,XU.S055,-122.731102,46.839401,0.2799999999999999,71.808,2,-122.7313,46.8393,509.2047
591,2.0-4.0,XU.S065,-122.3806,46.866798,0.295,65.419,2,-122.3814,46.8673,401.122
592,2.0-4.0,XU.S070,-122.243896,46.980499,0.265,71.359,2,-122.2434,46.9812,375.2313
593,2.0-4.0,XU.S080,-121.988098,47.004002,0.36,52.36,2,-121.9874,47.0032,505.1383
594,2.0-4.0,XU.W110,-123.285004,46.200401,0.065,1021.018,2,-123.2853,46.2013,504.4552
595,2.0-4.0,ZG.W02,-116.139999,44.931999,0.455,41.4325,2,-116.1395,44.9313,408.747
596,2.0-4.0,CC.VALT,-122.189247,46.214218,0.29,97.271125,8,-122.1894,46.2133,821.5228
597,2.0-4.0,TA.A05A,-122.085197,48.998299,0.57,33.069,1,-122.0854,48.9992,458.5718
598,2.0-4.0,TA.A10A,-117.558601,48.9813,0.0849999999999999,222.5295,2,-117.5595,48.9812,495.2829
599,2.0-4.0,TA.B10A,-117.225197,48.2995,0.11,171.36,1,-117.2255,48.2992,393.0756
600,2.0-4.0,TA.C04A,-122.971802,47.717201,0.06,314.159,1,-122.9713,47.7172,342.0
601,2.0-4.0,TA.C09A,-118.274101,47.800598,0.22,85.68,1,-118.2735,47.8012,455.0
602,2.0-4.0,TA.D06A,-120.844498,47.193501,0.065,556.919,2,-120.8454,47.1932,483.7916
603,2.0-4.0,TA.D07A,-119.973198,47.1936,0.01,1884.956,1,-119.9734,47.1932,434.548
604,2.0-4.0,TA.E07A,-119.854797,46.558498,0.2,94.248,2,-119.8554,46.5593,401.2963
605,2.0-4.0,TA.E08A,-119.059502,46.4911,0.12,157.08,1,-119.0594,46.4913,383.1599
606,2.0-4.0,TA.E10A,-117.110199,46.485001,0.18,104.72,1,-117.1095,46.4853,465.9891
607,2.0-4.0,TA.F06A,-120.7817,45.766399,0.21,89.76,1,-120.7814,45.7673,470.0532
608,2.0-4.0,TA.F07A,-119.927803,45.8951,0.16,117.81,1,-119.9274,45.8953,469.4406
609,2.0-4.0,TA.F09A,-117.909401,45.708698,0.35,53.856,1,-117.9095,45.7093,424.4429
610,2.0-4.0,TA.H09A,-117.664299,44.665298,0.38,49.604,1,-117.6635,44.6653,477.9313
611,2.0-4.0,TA.I02A,-123.829903,44.003502,0.67,28.134,1,-123.8293,44.0033,537.0812
612,2.0-4.0,TA.J10A,-116.766998,43.427502,0.385,49.1675,2,-116.7675,43.4273,433.0541
613,2.0-4.0,TA.L04A,-121.890999,42.174999,0.2,94.248,1,-121.8914,42.1754,528.8923
614,2.0-4.0,XC.OR007,-121.312798,44.371201,0.51,38.7635,2,-121.3134,44.3713,346.4514
615,2.0-4.0,XC.OR008,-120.974701,44.409,0.255,74.63749999999999,2,-120.9754,44.4093,442.5144
616,2.0-4.0,XC.OR033,-119.028,43.774101,0.01,1884.956,2,-119.0274,43.7733,549.3862
617,2.0-4.0,XC.OR034,-120.558998,43.835899,0.7033333333333335,41.90466666666666,3,-120.5594,43.8353,344.3809
