,fband,netst,stlo,stla,meanb,meanQ,ncount,nearest_lon,nearest_lat,vs30
618,2.0-4.0,XC.OR041,-121.512604,43.733398,0.9433333333333334,24.167333333333332,3,-121.5134,43.7333,248.5839
619,2.0-4.0,XC.OR059,-119.556503,43.452999,0.31,61.059,2,-119.5574,43.4533,251.604
620,2.0-4.0,XC.OR066,-119.189102,43.346001,1.64,28.7115,2,-119.1894,43.3453,402.9299
621,2.0-4.0,XC.OR081,-118.420601,43.109501,0.9266666666666667,22.223333333333333,3,-118.4215,43.1093,452.0129
622,2.0-4.0,XC.OR094,-118.334801,43.939899,0.6050000000000001,94.248,2,-118.3355,43.9393,508.5483
623,2.0-4.0,XU.E030,-121.7798,47.4473,0.31,60.805,1,-121.7794,47.4472,900.0
624,2.0-4.0,XU.N120,-121.481903,47.216499,0.31,60.805,1,-121.4814,47.2172,900.0
625,2.0-4.0,XU.W040,-123.1213,47.601002,0.13,144.997,1,-123.1213,47.6012,854.0
626,2.0-4.0,XU.W080,-123.284897,46.716099,0.82,22.987,1,-123.2853,46.7153,555.7207
627,2.0-4.0,YW.FACL,-123.019798,44.1399,0.35,54.978,2,-123.0193,44.1393,495.4426
628,2.0-4.0,ZG.W03,-116.399002,44.991001,0.57,33.069,1,-116.3995,44.9913,487.2229
629,2.0-4.0,TA.C08A,-119.045403,47.784901,0.01,1884.956,1,-119.0454,47.7852,424.5576
630,2.0-4.0,TA.G06A,-120.635101,45.235699,0.01,1884.956,1,-120.6354,45.2353,529.7396
631,2.0-4.0,TA.G08A,-118.959503,45.290401,0.22,85.68,1,-118.9594,45.2913,545.1071
632,2.0-4.0,TA.G11A,-116.267998,45.3997,0.06,314.159,1,-116.2675,45.3993,900.0
633,2.0-4.0,TA.I09A,-117.7407,43.973301,0.44,42.84,1,-117.7415,43.9733,417.2469
634,2.0-4.0,XC.OR025,-119.861603,44.0303,1.09,17.471,2,-119.8614,44.0293,464.2011
635,2.0-4.0,XC.OR064,-119.347198,43.388699,1.055,18.012999999999998,2,-119.3474,43.3893,306.643
636,2.0-4.0,XC.OR079,-118.570999,43.1287,0.51,38.438,2,-118.5715,43.1293,284.8481
637,2.0-4.0,HW.CCRK,-119.854797,46.558498,0.19,99.208,2,-119.8554,46.5593,401.2963
638,2.0-4.0,HW.DDRF,-119.059502,46.4911,0.1149999999999999,164.22000000000003,2,-119.0594,46.4913,383.1599
639,2.0-4.0,HW.PHIN,-119.927803,45.8951,0.035,549.779,2,-119.9274,45.8953,469.4406
640,2.0-4.0,TA.J04D,-122.109299,43.240501,0.0199999999999999,1413.717,8,-122.1094,43.2413,477.0
641,2.0-4.0,TA.K04D,-121.753502,42.624599,0.0225,1217.3674999999998,8,-121.7534,42.6254,332.6396
642,2.0-4.0,XC.ID001,-116.9814,43.289902,0.36,52.36,1,-116.9815,43.2893,534.4892
643,2.0-4.0,XC.OR015,-121.030197,44.2155,0.29,64.998,1,-121.0294,44.2153,456.0841
644,2.0-4.0,XC.OR018,-121.409401,44.148701,1.93,9.767,1,-121.4094,44.1493,415.8071
645,2.0-4.0,XC.OR027,-118.969299,44.0075,2.99,6.304,1,-118.9694,44.0073,391.6765
646,2.0-4.0,XC.OR055,-119.763199,43.549099,0.09,209.44,1,-119.7634,43.5493,234.7207
647,2.0-4.0,XC.OR089,-118.028,43.000702,0.24,78.54,1,-118.0275,43.0014,416.3611
648,2.0-4.0,UW.ELW,-121.872673,47.494099,0.19,99.208,1,-121.8734,47.4932,444.5807
649,2.0-4.0,CC.OBSR,-121.815331,46.899719,0.3992307692307693,47.45676923076923,13,-121.8154,46.8993,900.0
650,2.0-4.0,TA.A04D,-122.706299,48.7201,0.5128571428571429,40.76671428571428,7,-122.7053,48.7192,585.3542
651,2.0-4.0,TA.F05D,-121.459702,45.885201,0.374,51.5596,5,-121.4594,45.8853,524.5464
652,2.0-4.0,TA.H04D,-122.737701,44.523399,0.0733333333333333,1298.5253333333333,6,-122.7373,44.5233,668.8057
653,2.0-4.0,XN.TOL0,-123.999702,44.676399,0.01,1884.956,1,-123.9993,44.6773,498.6873
654,2.0-4.0,XU.C04A,-122.971603,47.7174,0.15,125.664,1,-122.9713,47.7172,342.0
655,2.0-4.0,XU.W030,-122.910797,47.813,0.34,55.44,1,-122.9113,47.8132,669.0
656,2.0-4.0,YW.FACB,-122.6464,47.887199,0.15,125.664,1,-122.6474,47.8872,507.0541
657,2.0-4.0,YW.FACG,-123.175797,46.075298,0.29,64.998,1,-123.1753,46.0753,566.5667
658,2.0-4.0,CC.ASBU,-121.368401,43.82056,0.0175,1400.627083333333,12,-121.3694,43.8213,617.8513
659,2.0-4.0,CC.PANH,-121.642593,46.859032,0.8230000000000001,25.9375,10,-121.6434,46.8593,812.0
660,2.0-4.0,TA.D04D,-122.772301,47.1786,1.09,17.293,1,-122.7733,47.1792,472.6081
661,2.0-4.0,XT.D17,-117.195503,44.1129,0.04,471.239,1,-117.1955,44.1133,476.4318
662,2.0-4.0,XT.D26,-117.058403,44.3097,0.38,49.604,1,-117.0575,44.3093,370.8208
663,2.0-4.0,XT.L16,-116.435699,44.436199,0.44,42.84,1,-116.4355,44.4353,550.564
664,2.0-4.0,XT.L23,-117.800598,44.486301,1.03,18.301,1,-117.8015,44.4873,505.3335
665,2.0-4.0,XT.L25,-118.228203,44.521198,0.39,48.332,1,-118.2275,44.5213,540.6606
666,2.0-4.0,XT.L29,-118.952797,44.427101,0.42,44.88,1,-118.9534,44.4273,536.0
667,2.0-4.0,CC.CIHL,-121.148621,43.750969,0.0854545454545454,292.826,11,-121.1494,43.7513,466.4361
668,2.0-4.0,CC.CPCO,-121.233192,43.722012,0.0945454545454545,286.3799090909091,11,-121.2334,43.7213,576.2423
669,2.0-4.0,CC.NORM,-121.252678,43.73896,0.0809090909090909,268.725,11,-121.2534,43.7393,776.0
670,2.0-4.0,CC.PRLK,-121.962639,44.209751,0.01,1884.956,2,-121.9634,44.2093,420.0126
671,2.0-4.0,CC.SWNB,-121.355347,43.672741,0.27,70.24266666666666,6,-121.3554,43.6733,513.0861
672,2.0-4.0,CC.TMBU,-121.144508,43.601891,0.1981818181818182,118.48118181818182,11,-121.1454,43.6013,669.9299
673,2.0-4.0,TA.B05D,-122.096001,48.264099,1.0633333333333332,23.342,3,-122.0954,48.2632,355.6378
674,2.0-4.0,CC.SWF2,-122.216766,46.178349,0.0255555555555555,1297.3617777777777,9,-122.2174,46.1793,900.0
675,2.0-4.0,TA.D03D,-123.089401,47.534698,0.47,40.105,1,-123.0893,47.5352,585.3165
676,2.0-4.0,UW.CCRK,-119.854797,46.558498,0.1928571428571428,99.44457142857142,7,-119.8554,46.5593,401.2963
677,2.0-4.0,UW.PASS,-122.085197,48.998299,0.99,27.83383333333333,6,-122.0854,48.9992,458.5718
678,2.0-4.0,UW.YACT,-122.419296,45.932499,0.38,49.604,1,-122.4194,45.9333,571.5884
679,2.0-4.0,UW.DDRF,-119.059502,46.4911,0.0885714285714285,476.0411428571428,7,-119.0594,46.4913,383.1599
680,2.0-4.0,UW.PHIN,-119.927803,45.8951,0.0983333333333333,230.97216666666665,6,-119.9274,45.8953,469.4406
681,2.0-4.0,CC.CLBH,-122.143494,42.907745,0.78375,27.734125,8,-122.1434,42.9074,479.7639
682,2.0-4.0,CC.SHRK,-121.52877,45.464317,0.01,1884.956,5,-121.5294,45.4653,900.0
683,2.0-4.0,TA.C06D,-120.894302,47.922901,0.19,99.208,1,-120.8934,47.9232,386.7527
684,2.0-4.0,TA.J01E,-123.931396,43.161499,0.52,36.249,1,-123.9313,43.1613,512.0
685,2.0-4.0,TA.L02F,-123.570702,42.120899,1.31,14.389,1,-123.5713,42.1214,295.519
686,2.0-4.0,TA.P29M,-137.738098,59.630402,0.8640000000000001,21.9722,5,-124.7233,48.3852,590.0514
687,2.0-4.0,TA.R31K,-135.739807,58.4133,0.108,175.92960000000002,5,-124.7233,48.3852,590.0514
688,2.0-4.0,TA.T33K,-132.952393,56.8144,0.62,31.178800000000003,5,-124.7213,48.3872,605.8344
689,2.0-4.0,TA.T35M,-130.249603,56.981098,0.6199999999999999,30.4574,5,-124.7213,48.3872,605.8344
690,2.0-4.0,UW.FISH,-123.559097,45.930599,0.5716666666666667,33.95033333333334,6,-123.5593,45.9313,520.5142
691,2.0-4.0,TA.S34M,-131.131195,57.9128,0.36,52.475,4,-124.7213,48.3872,605.8344
692,2.0-4.0,UO.CHIL,-121.753639,42.624561,0.0125,1649.3365,4,-121.7534,42.6254,332.6396
693,2.0-4.0,UO.DFAZ,-122.109299,43.240601,0.0233333333333333,1256.6373333333331,6,-122.1094,43.2413,477.0
694,2.0-4.0,UO.WLOO,-122.737694,44.523418,0.1483333333333333,200.42533333333333,6,-122.7373,44.5233,668.8057
695,2.0-4.0,UW.BES3,-122.525337,47.642021,0.59,31.948,1,-122.5254,47.6412,568.2201
696,2.0-4.0,UW.KENT,-120.635101,45.235699,0.01,1884.956,2,-120.6354,45.2353,529.7396
697,2.0-4.0,UW.OT3,-119.234131,46.668861,0.3299999999999999,57.3305,2,-119.2334,46.6693,329.8799
698,2.0-4.0,UW.RAD1,-122.363335,47.636131,0.14,134.64,1,-122.3634,47.6352,607.6203
699,2.0-4.0,UW.RAD2,-122.358353,47.631645,0.1,188.496,1,-122.3574,47.6312,352.8435
700,2.0-4.0,UW.RAD3,-122.362602,47.633865,0.07,269.279,1,-122.3634,47.6332,557.4368
701,2.0-4.0,UW.RAD4,-122.354973,47.638039,0.14,134.64,1,-122.3554,47.6372,353.2525
702,2.0-4.0,UW.RAD5,-122.356667,47.635693,0.14,134.64,1,-122.3574,47.6352,430.9972
703,2.0-4.0,UW.STOR,-121.9888,47.188099,0.2033333333333333,101.45266666666664,3,-121.9894,47.1872,449.3861
704,2.0-4.0,UW.TUCA,-118.1455,46.513901,0.195,96.728,2,-118.1455,46.5133,542.9844
705,2.0-4.0,UW.UMAT,-118.959503,45.290401,0.4225,97.05725,4,-118.9594,45.2913,545.1071
706,2.0-4.0,UW.WOLL,-118.920998,47.057301,0.1066666666666666,186.2516666666667,3,-118.9214,47.0572,286.186
707,2.0-4.0,CC.PR01,-122.037567,46.91011,0.374,50.9726,5,-122.0374,46.9093,463.0
708,2.0-4.0,CC.PR02,-122.048637,46.918304,0.4439999999999999,42.7384,5,-122.0494,46.9193,490.49
709,2.0-4.0,CC.PR04,-121.988525,46.929749,0.4519999999999999,42.6164,5,-121.9894,46.9293,539.0
710,2.0-4.0,TA.R32K,-134.518097,58.2747,2.16,8.736,2,-124.7213,48.3872,605.8344
711,2.0-4.0,UW.BERY,-122.096001,48.264099,0.71,27.4508,5,-122.0954,48.2632,355.6378
712,2.0-4.0,UW.BST01,-122.391701,47.681702,0.085,228.8875,2,-122.3914,47.6812,364.0512
713,2.0-4.0,UW.BST03,-122.3619,47.715389,0.01,1884.956,2,-122.3614,47.7152,463.2331
714,2.0-4.0,UW.BST04,-122.29483,47.70089,0.01,1884.956,1,-122.2954,47.7012,387.7118
715,2.0-4.0,UW.GBB,-119.628983,46.608688,0.12,167.552,2,-119.6294,46.6093,538.597
716,2.0-4.0,UW.H2O,-119.42411,46.39555,0.0975,211.68375,4,-119.4234,46.3953,368.3764
717,2.0-4.0,UW.KREP,-121.459702,45.885201,0.352,53.8362,5,-121.4594,45.8853,524.5464
718,2.0-4.0,UW.LUMI,-122.706299,48.7201,0.512,37.3674,5,-122.7053,48.7192,585.3542
719,2.0-4.0,UW.PRO,-119.686813,46.212521,0.2299999999999999,82.36460000000001,5,-119.6874,46.2133,801.0
720,2.0-4.0,UW.RCM,-121.732979,46.83564,0.484,39.1786,5,-121.7334,46.8353,900.0
721,2.0-4.0,UW.SNI2,-119.655151,46.464802,0.06,425.611,5,-119.6554,46.4653,374.85
722,2.0-4.0,CC.CLCV,-122.088882,42.976139,0.9675,22.082,4,-122.0894,42.9754,600.0
723,2.0-4.0,CC.CLMS,-122.016258,42.922958,1.39,14.220666666666666,3,-122.0154,42.9234,680.0
724,2.0-4.0,CC.HIYU,-121.807396,45.43523,0.0825,232.25325,4,-121.8074,45.4353,824.0
725,2.0-4.0,CC.HUSB,-121.849358,44.119453,0.17,110.88,1,-121.8494,44.1193,672.0
726,2.0-4.0,CC.REM,-122.185501,46.200199,0.3575,61.161,4,-122.1854,46.1993,900.0
727,2.0-4.0,CC.RUSH,-121.944389,46.903061,0.425,45.54425,4,-121.9434,46.9033,621.0
728,2.0-4.0,CC.SEP,-122.190857,46.19978,0.4825,40.55975,4,-122.1914,46.1993,900.0
729,2.0-4.0,CC.SIFT,-121.953201,46.866871,0.2925,100.9915,4,-121.9534,46.8673,590.0275
730,2.0-4.0,CC.TIMB,-121.710358,45.33572,0.205,525.12975,4,-121.7094,45.3353,900.0
731,2.0-4.0,UO.ALSE,-123.590424,44.381817,0.04,1077.1174999999998,2,-123.5913,44.3813,322.523
732,2.0-4.0,UO.LAIR,-123.931396,43.161499,2.14,8.808,1,-123.9313,43.1613,512.0
733,2.0-4.0,UO.WOOD,-122.304604,42.217899,0.01,1884.956,1,-122.3054,42.2174,638.4779
734,2.0-4.0,UW.BST05,-122.327637,47.682049,0.03,628.319,1,-122.3274,47.6812,309.0406
735,2.0-4.0,UW.BST08,-122.365562,47.680519,0.09,209.44,1,-122.3654,47.6812,391.9922
736,2.0-4.0,UW.BST09,-122.30899,47.653999,0.195,97.24,2,-122.3094,47.6532,429.6708
737,2.0-4.0,UW.BST11,-122.328827,47.641972,0.12,157.08,1,-122.3294,47.6412,339.1317
738,2.0-4.0,UW.BST12,-122.374001,47.640751,0.24,78.54,1,-122.3734,47.6412,702.7404
739,2.0-4.0,UW.BST15,-122.225441,47.576012,0.21,89.76,1,-122.2254,47.5752,485.4916
740,2.0-4.0,UW.BST19,-122.908989,47.62059,0.01,1884.956,1,-122.9093,47.6192,628.1262
741,2.0-4.0,UW.BST22,-122.884773,47.42738,1.025,21.7925,2,-122.8853,47.4272,543.5786
742,2.0-4.0,UW.BST23,-123.068977,47.49984,0.16,117.81,1,-123.0693,47.4992,787.0
743,2.0-4.0,UW.CBS,-120.042847,47.804691,0.09,600.0529999999999,4,-120.0434,47.8052,853.0
744,2.0-4.0,UW.DOSE,-122.971802,47.717201,0.1533333333333333,126.53666666666668,3,-122.9713,47.7172,342.0
745,2.0-4.0,UW.HOOD,-121.650932,45.322262,0.6074999999999999,31.28175,4,-121.6514,45.3213,423.7547
746,2.0-4.0,UW.HOPR,-120.894302,47.922901,0.155,128.144,2,-120.8934,47.9232,386.7527
747,2.0-4.0,UW.LIGO,-119.417686,46.461704,0.01,1884.956,4,-119.4174,46.4613,266.287
748,2.0-4.0,UW.LRIV,-123.503998,48.057499,0.51,37.669,4,-123.5033,48.0572,506.2516
749,2.0-4.0,UW.OLQN,-123.812523,47.513248,0.505,40.718250000000005,4,-123.8133,47.5132,322.812
750,2.0-4.0,UW.RADR,-123.798973,46.42181,0.0949999999999999,738.816,4,-123.7993,46.4213,401.0
751,2.0-4.0,UW.TOLE,-122.845398,46.452694,0.1149999999999999,166.464,4,-122.8453,46.4533,359.157
752,2.0-4.0,UW.YPT,-118.963173,46.048351,0.1866666666666666,101.04533333333332,3,-118.9634,46.0493,454.9056
753,2.0-4.0,CC.BRSP,-121.708427,45.40155,0.0466666666666666,456.279,3,-121.7094,45.4013,900.0
754,2.0-4.0,CC.CARB,-122.005409,46.988319,0.5,38.452333333333335,3,-122.0054,46.9892,653.7688
755,2.0-4.0,CC.KAUT,-121.857391,46.730263,0.91,20.81533333333333,3,-121.8574,46.7293,483.0854
756,2.0-4.0,CC.PALM,-121.705536,45.358574,0.4266666666666667,45.32633333333333,3,-121.7054,45.3593,900.0
757,2.0-4.0,CC.PARA,-121.742149,46.786442,0.35,63.79866666666667,3,-121.7414,46.7873,720.5153
758,2.0-4.0,CC.PR03,-122.032692,46.903435,0.5,39.27,2,-122.0334,46.9033,505.7933
759,2.0-4.0,CC.SVIC,-121.253273,43.643082,0.2,112.2,2,-121.2534,43.6433,449.0177
760,2.0-4.0,CC.YOCR,-121.743538,45.379177,0.0466666666666666,832.5219999999999,3,-121.7434,45.3793,900.0
761,2.0-4.0,UO.CAVE,-123.570709,42.120869,1.57,12.006,1,-123.5713,42.1214,295.519
762,2.0-4.0,UO.HBUG,-124.379433,42.640789,0.62,42.31666666666666,3,-124.3793,42.6414,584.3378
763,2.0-4.0,UO.MONKS,-123.003616,45.994202,0.3333333333333333,58.696666666666665,3,-123.0033,45.9933,509.2899
764,2.0-4.0,UO.NBFR,-123.853233,45.726151,1.0133333333333334,18.662000000000003,3,-123.8533,45.7253,352.491
765,2.0-4.0,UO.VITI,-123.318085,44.28157,0.1066666666666666,190.241,3,-123.3173,44.2813,577.0541
766,2.0-4.0,UW.BRAN,-117.227699,45.9734,1.095,17.2435,2,-117.2275,45.9733,830.5763
767,2.0-4.0,UW.BST29,-122.223015,47.707245,0.01,1884.956,1,-122.2234,47.7072,358.0632
768,2.0-4.0,UW.DONK,-122.156731,48.42384,0.91,20.714,1,-122.1574,48.4232,900.0
769,2.0-4.0,UW.MDW,-119.762154,46.613022,0.16,117.81,1,-119.7614,46.6133,665.8259
770,2.0-4.0,UW.MOX,-120.299339,46.577179,0.01,1884.956,2,-120.2994,46.5773,440.5062
771,2.0-4.0,UW.PRIN,-122.630852,48.21172,0.4066666666666667,58.48,3,-122.6314,48.2112,422.1769
772,2.0-4.0,UW.WAT2,-120.114433,47.620239,0.3766666666666666,50.99099999999999,3,-120.1154,47.6212,419.2
773,2.0-4.0,UW.WHGC,-123.729866,46.655991,0.49,38.5,3,-123.7293,46.6553,319.0712
774,2.0-4.0,UW.WYNO,-123.612961,47.433922,0.39,48.332,1,-123.6133,47.4332,478.0
775,2.0-4.0,CC.CRBN,-121.96106,46.988132,0.305,74.27799999999999,2,-121.9614,46.9872,900.0
776,2.0-4.0,CC.GTWY,-121.916763,46.740162,0.895,21.093,2,-121.9174,46.7393,383.7456
777,2.0-4.0,CC.LSON,-121.647079,45.359612,0.2299999999999999,90.321,2,-121.6474,45.3593,818.6089
778,2.0-4.0,CC.OPCH,-121.571175,46.731319,0.47,40.105,1,-121.5714,46.7313,397.1562
779,2.0-4.0,CC.VOIT,-121.983398,46.966331,0.34,55.44,1,-121.9834,46.9672,436.1511
780,2.0-4.0,UO.KBO,-124.225983,42.212357,0.9,20.944,1,-124.2253,42.2114,361.0
781,2.0-4.0,UO.KEB,-124.33419,42.872353,0.14,141.12,2,-124.3333,42.8714,711.0
782,2.0-4.0,UO.KUHN,-122.89579,45.78521,0.18,106.029,2,-122.8953,45.7853,415.6618
783,2.0-4.0,UO.UCHR,-123.870911,44.834572,0.01,1884.956,2,-123.8713,44.8353,608.0
784,2.0-4.0,UW.ANGUS,-123.492767,47.100842,0.29,64.998,1,-123.4933,47.1012,469.1821
785,2.0-4.0,UW.ARTIC,-123.758667,46.80521,0.36,52.36,2,-123.7593,46.8053,510.0302
786,2.0-4.0,UW.CHIMA,-122.780579,48.010509,0.145,130.152,2,-122.7813,48.0112,320.6797
787,2.0-4.0,UW.DOTY,-123.369232,46.704639,0.7050000000000001,27.1315,2,-123.3693,46.7053,569.267
788,2.0-4.0,UW.HOQUI,-123.956596,47.08075,0.655,28.793,2,-123.9573,47.0812,430.9898
789,2.0-4.0,UW.JEDS,-124.049049,43.751572,0.38,49.604,1,-124.0493,43.7513,583.5758
790,2.0-4.0,UW.LOKMT,-120.789398,47.149632,0.3,63.4665,2,-120.7894,47.1492,779.3767
791,2.0-4.0,UW.MONTE,-123.575111,47.024109,0.125,157.08,2,-123.5753,47.0232,424.5092
792,2.0-4.0,UW.SALO,-122.3731,47.95145,0.185,121.929,2,-122.3734,47.9512,490.7877
793,2.0-4.0,CC.MAR,-122.296669,46.28532,0.41,45.975,1,-122.2974,46.2853,463.8497
794,2.0-4.0,CC.UNFR,-122.292099,46.27261,0.19,99.208,1,-122.2914,46.2733,497.4147
795,2.0-4.0,UO.PERY,-123.260193,45.04092,1.06,17.783,1,-123.2593,45.0413,219.4266
796,2.0-4.0,UO.RSBO,-122.267036,44.043362,0.01,1884.956,1,-122.2674,44.0433,599.0
797,2.0-4.0,UO.TRIPT,-123.643761,45.629532,2.44,7.725,1,-123.6433,45.6293,612.0
798,2.0-4.0,UW.BHAM,-122.417519,48.787239,0.53,35.565,1,-122.4174,48.7872,504.5898
799,2.0-4.0,UW.BHCR,-118.040871,48.128769,0.25,75.398,1,-118.0415,48.1292,614.0
800,2.0-4.0,UW.BICK,-120.339447,46.040115,0.04,471.239,1,-120.3394,46.0393,503.1421
801,2.0-4.0,UW.COWL,-122.664612,46.48204,0.01,1884.956,1,-122.6654,46.4813,491.066
802,2.0-4.0,UW.DAVN,-118.274101,47.800598,0.4,47.124,1,-118.2735,47.8012,455.0
803,2.0-4.0,UW.EDM,-122.151207,46.19717,0.02,942.478,1,-122.1514,46.1973,900.0
804,2.0-4.0,UW.ETW,-120.332359,47.604549,0.32,58.905,1,-120.3314,47.6052,900.0
805,2.0-4.0,UW.FMW,-121.671463,46.941914,0.64,29.452,1,-121.6714,46.9413,900.0
806,2.0-4.0,UW.GOBBL,-118.730194,48.67466,0.29,64.998,1,-118.7295,48.6752,561.0369
807,2.0-4.0,UW.HERD,-123.653099,47.22757,1.04,18.125,1,-123.6533,47.2272,504.9686
808,2.0-4.0,UW.HSR,-122.180603,46.174171,0.01,1884.956,1,-122.1814,46.1733,900.0
809,2.0-4.0,UW.LMONT,-117.899857,47.20364,0.01,1884.956,1,-117.8995,47.2032,415.39
810,2.0-4.0,UW.LTY,-120.666359,47.254509,0.01,1884.956,1,-120.6654,47.2552,537.0
811,2.0-4.0,UW.MANO,-120.724693,46.951103,0.04,471.239,1,-120.7254,46.9513,521.0
812,2.0-4.0,UW.MOODY,-124.014183,47.208931,0.05,376.991,1,-124.0133,47.2092,265.3372
813,2.0-4.0,UW.MULN,-122.064407,48.535439,0.52,36.249,1,-122.0654,48.5352,470.727
814,2.0-4.0,UW.NATEM,-122.81852,48.105869,0.2,94.248,1,-122.8193,48.1052,513.4694
815,2.0-4.0,UW.NEL,-120.339508,48.078018,0.01,1884.956,1,-120.3394,48.0772,900.0
816,2.0-4.0,UW.OMAK,-119.333199,48.358398,0.01,1884.956,1,-119.3334,48.3592,357.5374
817,2.0-4.0,UW.RER,-121.842499,46.818581,0.81,23.271,1,-121.8434,46.8193,790.0
818,2.0-4.0,UW.SHUK,-121.676949,48.85284,0.44,42.84,1,-121.6774,48.8532,480.0
819,2.0-4.0,UW.TDH,-121.791443,45.289997,0.8,23.562,1,-121.7914,45.2893,641.8501
820,2.0-4.0,UW.TOLT,-121.689499,47.694698,0.37,50.945,1,-121.6894,47.6952,579.6303
821,2.0-4.0,UW.WRW,-120.883003,47.856651,0.28,67.32,1,-120.8834,47.8572,900.0
