fband,netst,stlo,stla,meanb,meanQ,ncount
1.0-2.0,CI.MLAC,-118.836052,37.630192,0.07,134.64,1
1.0-2.0,CI.MLS,-117.561623,34.004601,0.13,72.498,1
1.0-2.0,CI.MOP,-118.904694,34.28096,0.05,188.496,1
1.0-2.0,CI.MOR,-117.139931,33.50388,0.07,134.64,1
1.0-2.0,CI.MPI,-119.145302,34.81258,0.01,942.478,1
1.0-2.0,CI.MPP,-119.813622,34.888481,0.07,134.64,1
1.0-2.0,CI.MSC,-116.647949,34.038521,0.14,67.32,1
1.0-2.0,CI.MSJ,-116.967888,33.80801,0.05,188.496,1
1.0-2.0,CI.NBS,-116.557983,34.78035,0.17,55.44,1
1.0-2.0,CI.NCH,-119.67395,34.942699,0.01,942.478,1
1.0-2.0,CI.NEE2,-114.618813,34.76759,0.13,72.498,1
1.0-2.0,CI.NJQ,-120.177368,34.534119,0.16,58.905,1
1.0-2.0,CI.NSS2,-115.945862,33.555531,0.61,15.45,1
1.0-2.0,CI.OAT,-118.614418,34.343609,0.14,67.32,1
1.0-2.0,CI.OCP,-116.01931,32.747551,0.03,314.159,1
1.0-2.0,CI.OLI,-117.923721,33.945389,0.06,157.08,1
1.0-2.0,CI.OLP,-116.930191,32.607712,0.54,17.453,1
1.0-2.0,CI.OSI,-118.723503,34.614498,0.1,94.248,1
1.0-2.0,CI.PALA,-117.031822,33.38905,0.03,314.159,1
1.0-2.0,CI.PDE,-118.582153,34.44199,0.26,36.249,1
1.0-2.0,CI.PDM,-114.141518,34.30336,0.23,40.977,1
1.0-2.0,CI.PDU,-117.638077,34.120701,0.04,235.619,1
1.0-2.0,CI.PEM,-117.870087,34.166889,0.17,55.44,1
1.0-2.0,CI.PER,-117.205292,33.861641,0.05,188.496,1
1.0-2.0,CI.PGA,-117.063499,33.491402,0.02,471.239,1
1.0-2.0,CI.PLM,-116.862648,33.353611,0.24,39.27,1
1.0-2.0,CI.PLR,-115.977745,33.173489,0.2,47.124,1
1.0-2.0,CI.PLS,-117.609062,33.7953,0.16,58.905,1
1.0-2.0,CI.POB2,-116.92382,33.68708,0.08,117.81,1
1.0-2.0,CI.POP,-118.394028,34.728497,0.12,78.54,1
1.0-2.0,CI.PSD,-116.550262,33.823929,0.23,40.977,1
1.0-2.0,CI.PSR,-117.807091,34.091808,0.15,62.832,1
1.0-2.0,CI.PTD,-118.806862,34.004429,0.31,30.403,1
1.0-2.0,CI.PUT,-117.969193,34.691151,0.2,47.124,1
1.0-2.0,CI.QAD,-119.609261,34.423672,0.14,67.32,1
1.0-2.0,CI.QLC,-119.974251,35.04084,0.53,17.783,1
1.0-2.0,CI.RAG,-116.15139,34.682892,0.34,27.72,1
1.0-2.0,CI.RCR,-116.309601,33.36237,0.36,26.18,1
1.0-2.0,CI.RHC2,-118.013329,34.00095,0.19,49.604,1
1.0-2.0,CI.RIN,-118.479248,34.28196,0.12,78.54,1
1.0-2.0,CI.RIO,-117.979561,34.104729,0.17,55.44,1
1.0-2.0,CI.RKMO,-117.609467,33.67421,0.21,44.88,1
1.0-2.0,CI.RPV,-118.404121,33.743462,0.11,85.68,1
1.0-2.0,CI.RRC,-117.989861,35.372879,0.02,471.239,1
1.0-2.0,CI.RRX,-116.996811,34.874989,0.28,33.66,1
1.0-2.0,CI.RSI,-120.208679,34.85191,0.23,40.977,1
1.0-2.0,CI.RSS,-117.326736,33.97327,0.4,23.562,1
1.0-2.0,CI.RUN,-114.978088,32.972221,0.41,22.987,1
1.0-2.0,CI.RVR,-117.37545,33.993511,0.12,78.54,1
1.0-2.0,CI.RXH,-115.622566,33.183128,0.31,30.403,1
1.0-2.0,CI.RYS,-119.352242,34.64341,0.24,39.27,1
1.0-2.0,CI.SAL,-115.985847,33.280102,0.21,44.88,1
1.0-2.0,CI.SBC,-119.71492,34.440762,0.09,104.72,1
1.0-2.0,CI.SBI,-119.029861,33.480461,0.05,188.496,1
1.0-2.0,CI.SBPX,-117.23484,34.232399,0.01,942.478,1
1.0-2.0,CI.SCI2,-118.546967,32.9799,0.02,471.239,1
1.0-2.0,CI.SDD,-117.661713,33.552589,0.11,85.68,1
1.0-2.0,CI.SDG,-117.138046,32.784,0.19,49.604,1
1.0-2.0,CI.SDR,-116.942413,32.735611,0.09,104.72,1
1.0-2.0,CI.SGL,-115.726379,32.64933,0.15,62.832,1
1.0-2.0,CI.SHO,-116.275299,35.899529,0.1,94.248,1
1.0-2.0,CI.SLB,-115.866432,33.485191,0.26,36.249,1
1.0-2.0,CI.SLH,-116.25399,33.192692,0.1,94.248,1
1.0-2.0,CI.SLM,-118.422668,34.452271,0.1,94.248,1
1.0-2.0,CI.SLR,-116.797371,33.833591,0.22,42.84,1
1.0-2.0,CI.SMF2,-118.446274,34.022011,0.17,55.44,1
1.0-2.0,CI.SMI,-120.351318,34.038181,0.15,62.832,1
1.0-2.0,CI.SMW,-120.409973,35.011082,0.28,33.66,1
1.0-2.0,CI.SNO,-116.807777,34.035149,0.15,62.832,1
1.0-2.0,CI.SOC,-117.580132,33.387611,0.09,104.72,1
1.0-2.0,CI.SOL2,-118.289001,34.436001,0.23,40.977,1
1.0-2.0,CI.SPF,-118.646141,34.05933,0.26,36.249,1
1.0-2.0,CI.SRN,-117.789383,33.828541,0.13,72.498,1
1.0-2.0,CI.SRT,-117.750511,35.692348,0.08,117.81,1
1.0-2.0,CI.STC,-119.18676,34.30302,0.13,72.498,1
1.0-2.0,CI.STS,-118.198776,33.790329,0.12,78.54,1
1.0-2.0,CI.SUN,-117.693939,34.21048,0.29,32.499,1
1.0-2.0,CI.SVD,-117.098221,34.106468,0.08,117.81,1
1.0-2.0,CI.SWP,-116.097183,32.79184,0.05,188.496,1
1.0-2.0,CI.SWS,-115.799881,32.94508,0.35,26.928,1
1.0-2.0,CI.SYP,-119.97834,34.527748,0.11,85.68,1
1.0-2.0,CI.TA2,-117.678223,34.38203,0.23,40.977,1
1.0-2.0,CI.THM,-116.077339,33.650661,0.13,72.498,1
1.0-2.0,CI.TIN,-118.230087,37.054218,0.12,78.54,1
1.0-2.0,CI.TOW2,-117.764877,35.808559,0.03,314.159,1
1.0-2.0,CI.TPO,-118.228638,34.87883,0.23,40.977,1
1.0-2.0,CI.TUQ,-115.923889,35.435841,0.01,942.478,1
1.0-2.0,CI.VCS,-118.117813,34.483719,0.01,942.478,1
1.0-2.0,CI.VDJ,-114.571449,34.189861,0.22,42.84,1
1.0-2.0,CI.VOG,-119.382263,36.32098,0.01,942.478,1
1.0-2.0,CI.VTV,-117.329597,34.56065,0.01,942.478,1
1.0-2.0,CI.WBS,-118.14035,35.53664,0.62,15.201,1
1.0-2.0,CI.WES,-115.731613,32.759041,0.22,42.84,1
1.0-2.0,CI.WGR,-119.274071,34.510849,0.55,17.136,1
1.0-2.0,CI.WMD,-115.581909,33.038261,0.02,471.239,1
1.0-2.0,CI.WMF,-117.854858,36.11758,0.15,62.832,1
1.0-2.0,CI.WOR,-118.242462,35.695629,0.31,30.403,1
1.0-2.0,CI.WSS,-118.649712,34.1717,0.08,117.81,1
1.0-2.0,CI.WTT2,-118.255386,33.948669,0.2,47.124,1
1.0-2.0,CI.WWC,-116.40876,33.940681,0.02,471.239,1
1.0-2.0,CI.XTL2,-117.862488,34.295959,0.12,78.54,1
1.0-2.0,CI.YEG2,-119.963058,35.438309,0.36,26.18,1
2.0-4.0,CI.ALP,-118.299461,34.68708,0.11,171.36,1
2.0-4.0,CI.ARV,-118.830093,35.1269,0.67,28.134,1
2.0-4.0,CI.BBR,-116.920753,34.262299,0.17,110.88,1
2.0-4.0,CI.BBS,-116.980583,33.921391,0.46,40.977,1
2.0-4.0,CI.BCW,-119.413132,34.94009,1.1,17.136,1
2.0-4.0,CI.BFS,-117.658531,34.238831,0.28,67.32,1
2.0-4.0,CI.BHP,-118.36171,33.990528,0.01,1884.956,1
2.0-4.0,CI.BLC,-118.673119,34.243561,0.4,47.124,1
2.0-4.0,CI.BLY,-114.52375,33.750301,0.21,89.76,1
2.0-4.0,CI.BRE,-117.981163,33.807758,0.2,94.248,1
2.0-4.0,CI.BTP,-118.573982,34.68224,0.05,376.991,1
2.0-4.0,CI.CAR,-119.845833,35.308189,0.56,33.66,1
2.0-4.0,CI.CCA,-118.016487,35.152519,0.01,1884.956,1
2.0-4.0,CI.CCC,-117.364532,35.524948,0.18,104.72,1
2.0-4.0,CI.CDM,-119.341438,34.368549,0.26,72.498,1
2.0-4.0,CI.CGO,-117.802948,36.5504,0.37,50.945,1
2.0-4.0,CI.CHI,-119.222443,34.181561,0.18,104.72,1
2.0-4.0,CI.CHK,-118.971184,34.067135,1.04,18.125,1
2.0-4.0,CI.CHL,-117.683685,33.910843,0.19,99.208,1
2.0-4.0,CI.CHR,-119.392693,34.729019,0.65,28.999,1
2.0-4.0,CI.CIA,-118.415024,33.401897,2.71,6.956,1
2.0-4.0,CI.CJM,-117.424477,34.271172,0.37,50.945,1
2.0-4.0,CI.CJV2,-118.144501,34.529781,0.26,72.498,1
2.0-4.0,CI.CKP,-114.890404,33.555069,0.05,376.991,1
2.0-4.0,CI.CLO,-119.008911,34.220379,0.31,60.805,1
2.0-4.0,CI.CLT,-117.316872,34.092838,0.46,40.977,1
2.0-4.0,CI.CPT2,-117.32502,33.341831,0.15,125.664,1
2.0-4.0,CI.CRG,-119.724861,35.242199,0.52,36.249,1
2.0-4.0,CI.CRR,-115.969177,32.886822,0.11,171.36,1
2.0-4.0,CI.CRY,-119.628098,34.778252,0.64,29.452,1
2.0-4.0,CI.CTC,-115.990059,33.655159,0.18,104.72,1
2.0-4.0,CI.CTW,-115.872139,33.67728,0.72,26.18,1
2.0-4.0,CI.CVW,-118.939133,34.922169,0.36,52.36,1
2.0-4.0,CI.CWP,-117.557747,33.557976,0.34,55.44,1
2.0-4.0,CI.CZN,-116.784088,33.91375,0.01,1884.956,1
2.0-4.0,CI.DAN,-115.381149,34.637451,0.44,42.84,1
2.0-4.0,CI.DEC,-118.333832,34.253529,0.35,53.856,1
2.0-4.0,CI.DEV,-116.577942,33.93597,0.29,64.998,1
2.0-4.0,CI.DGR,-117.009468,33.650009,0.32,58.905,1
2.0-4.0,CI.DLA,-118.096237,33.848221,0.18,104.72,1
2.0-4.0,CI.DNR,-116.630562,33.566669,0.49,38.468,1
2.0-4.0,CI.DZA,-116.774773,32.606571,0.27,69.813,1
2.0-4.0,CI.EOC,-119.769409,34.450291,0.12,157.08,1
2.0-4.0,CI.ERR,-115.82267,33.116749,0.4,47.124,1
2.0-4.0,CI.FDR,-118.934334,35.64262,0.02,942.478,1
2.0-4.0,CI.FHO,-116.935883,34.093552,0.26,72.498,1
2.0-4.0,CI.FMP,-118.293808,33.712639,0.29,64.998,1
2.0-4.0,CI.FOX2,-118.240463,34.733898,0.17,110.88,1
2.0-4.0,CI.FRK,-115.638351,33.402088,0.22,85.68,1
2.0-4.0,CI.FUR,-116.86322,36.46703,0.25,75.398,1
2.0-4.0,CI.GATR,-120.50235,34.552662,0.34,55.44,1
2.0-4.0,CI.GDF,-118.916763,34.479301,1.03,18.301,1
2.0-4.0,CI.GFS,-120.214355,34.476604,0.55,34.272,1
2.0-4.0,CI.GLA,-114.827057,33.051491,0.12,157.08,1
2.0-4.0,CI.GOR,-117.22921,33.153702,0.03,628.319,1
2.0-4.0,CI.GOU,-118.188339,34.221191,0.39,48.332,1
2.0-4.0,CI.GR2,-118.30024,34.11816,0.41,45.975,1
2.0-4.0,CI.GRA,-117.366211,36.996078,0.22,85.68,1
2.0-4.0,CI.HAR,-117.299088,35.011398,0.31,60.805,1
2.0-4.0,CI.HDH,-118.639992,34.775291,0.36,52.36,1
2.0-4.0,CI.HEC,-116.334999,34.829399,0.15,125.664,1
2.0-4.0,CI.HHL,-119.748581,34.600796,0.52,36.249,1
2.0-4.0,CI.HIW,-115.384232,35.039982,0.11,171.36,1
2.0-4.0,CI.HLL,-118.359673,34.17643,0.15,125.664,1
2.0-4.0,CI.HMT2,-117.001526,33.708115,0.51,36.96,1
2.0-4.0,CI.HOL,-117.84539,34.458309,0.24,78.54,1
2.0-4.0,CI.HRV,-118.804398,34.727112,0.42,44.88,1
2.0-4.0,CI.HYS,-117.569748,34.865318,0.01,1884.956,1
2.0-4.0,CI.IDO,-116.221519,33.79678,0.17,110.88,1
2.0-4.0,CI.IPT,-117.284981,34.19701,0.26,72.498,1
2.0-4.0,CI.JEM,-116.597549,33.080978,1.09,17.293,1
2.0-4.0,CI.JNH2,-117.955406,34.44894,0.01,1884.956,1
2.0-4.0,CI.JPLS,-118.173683,34.205299,0.34,55.44,1
2.0-4.0,CI.JTH,-116.037849,34.126438,0.34,55.44,1
2.0-4.0,CI.JVA,-116.612663,34.366219,0.52,36.249,1
2.0-4.0,CI.KML,-117.879089,33.597382,0.51,36.96,1
2.0-4.0,CI.KYV,-116.173401,33.925449,0.31,60.805,1
2.0-4.0,CI.LAF,-118.331429,33.868889,0.14,134.64,1
2.0-4.0,CI.LAT,-118.776428,34.044491,0.65,28.999,1
2.0-4.0,CI.LCG,-118.377937,34.000332,0.08,235.619,1
2.0-4.0,CI.LCP,-120.279961,34.735512,0.28,67.32,1
2.0-4.0,CI.LDF,-115.184158,35.130661,0.06,314.159,1
2.0-4.0,CI.LDR,-118.34156,34.990601,0.22,85.68,1
2.0-4.0,CI.LFP,-118.488052,34.30529,0.35,53.856,1
2.0-4.0,CI.LGB,-118.149178,33.9753,0.18,104.72,1
2.0-4.0,CI.LJR,-118.867752,34.807621,0.49,38.468,1
2.0-4.0,CI.LKH,-116.758759,33.235981,0.57,33.069,1
2.0-4.0,CI.LLS,-117.943039,33.684471,0.47,40.105,1
2.0-4.0,CI.LMH,-117.39135,33.744179,0.5,37.699,1
2.0-4.0,CI.LMY,-119.103912,34.733166,0.87,21.666,1
2.0-4.0,CI.LOC,-120.446899,34.690735,0.5,37.699,1
2.0-4.0,CI.LPC,-117.546417,34.314781,0.17,110.88,1
2.0-4.0,CI.LRR2,-118.029984,34.527061,0.08,235.619,1
2.0-4.0,CI.LTP,-118.175682,33.8811,0.49,38.468,1
2.0-4.0,CI.LUC2,-116.964233,34.456379,0.34,55.44,1
2.0-4.0,CI.LUG,-117.366829,34.365601,0.44,42.84,1
2.0-4.0,CI.LUS,-117.163048,33.013748,0.15,125.664,1
2.0-4.0,CI.LVO,-119.883873,34.555798,0.04,471.239,1
2.0-4.0,CI.LVY,-119.156357,34.17408,0.25,75.398,1
2.0-4.0,CI.MCT,-116.040733,34.226452,1.59,11.855,1
2.0-4.0,CI.MGE,-116.368736,33.818409,0.27,69.813,1
2.0-4.0,CI.MLAC,-118.836052,37.630192,0.41,45.975,1
2.0-4.0,CI.MLS,-117.561623,34.004601,0.27,69.813,1
2.0-4.0,CI.MOP,-118.904694,34.28096,0.13,144.997,1
2.0-4.0,CI.MOR,-117.139931,33.50388,0.09,209.44,1
2.0-4.0,CI.MPI,-119.145302,34.81258,0.61,30.901,1
2.0-4.0,CI.MPP,-119.813622,34.888481,0.05,376.991,1
2.0-4.0,CI.MSC,-116.647949,34.038521,0.21,89.76,1
2.0-4.0,CI.MSJ,-116.967888,33.80801,0.17,110.88,1
2.0-4.0,CI.NBS,-116.557983,34.78035,0.23,81.955,1
2.0-4.0,CI.NCH,-119.67395,34.942699,0.5,37.699,1
2.0-4.0,CI.NEE2,-114.618813,34.76759,0.18,104.72,1
2.0-4.0,CI.NJQ,-120.177368,34.534119,0.38,49.604,1
2.0-4.0,CI.NSS2,-115.945862,33.555531,0.41,45.975,1
2.0-4.0,CI.OAT,-118.614418,34.343609,0.14,134.64,1
2.0-4.0,CI.OCP,-116.01931,32.747551,0.12,157.08,1
2.0-4.0,CI.OLI,-117.923721,33.945389,0.14,134.64,1
2.0-4.0,CI.OLP,-116.930191,32.607712,0.56,33.66,1
2.0-4.0,CI.OSI,-118.723503,34.614498,0.2,94.248,1
2.0-4.0,CI.PALA,-117.031822,33.38905,0.11,171.36,1
2.0-4.0,CI.PDE,-118.582153,34.44199,0.3,62.832,1
2.0-4.0,CI.PDM,-114.141518,34.30336,0.63,29.92,1
2.0-4.0,CI.PDU,-117.638077,34.120701,0.53,35.565,1
2.0-4.0,CI.PEM,-117.870087,34.166889,0.27,69.813,1
2.0-4.0,CI.PER,-117.205292,33.861641,0.13,144.997,1
2.0-4.0,CI.PGA,-117.063499,33.491402,0.09,209.44,1
2.0-4.0,CI.PLM,-116.862648,33.353611,2.05,9.195,1
2.0-4.0,CI.PLR,-115.977745,33.173489,0.1,188.496,1
2.0-4.0,CI.PLS,-117.609062,33.7953,0.12,157.08,1
2.0-4.0,CI.POB2,-116.92382,33.68708,0.74,25.472,1
2.0-4.0,CI.POP,-118.394028,34.728497,0.11,171.36,1
2.0-4.0,CI.PSD,-116.550262,33.823929,0.25,75.398,1
2.0-4.0,CI.PSR,-117.807091,34.091808,0.35,53.856,1
2.0-4.0,CI.PTD,-118.806862,34.004429,0.64,29.452,1
2.0-4.0,CI.PUT,-117.969193,34.691151,0.01,1884.956,1
2.0-4.0,CI.QAD,-119.609261,34.423672,0.8,23.562,1
2.0-4.0,CI.QLC,-119.974251,35.04084,0.36,52.36,1
2.0-4.0,CI.RAG,-116.15139,34.682892,0.45,41.888,1
2.0-4.0,CI.RCR,-116.309601,33.36237,0.63,29.92,1
2.0-4.0,CI.RHC2,-118.013329,34.00095,0.36,52.36,1
2.0-4.0,CI.RIN,-118.479248,34.28196,0.29,64.998,1
2.0-4.0,CI.RIO,-117.979561,34.104729,0.22,85.68,1
2.0-4.0,CI.RKMO,-117.609467,33.67421,0.2,94.248,1
2.0-4.0,CI.RPV,-118.404121,33.743462,0.45,41.888,1
2.0-4.0,CI.RRC,-117.989861,35.372879,0.1,188.496,1
2.0-4.0,CI.RRX,-116.996811,34.874989,0.45,41.888,1
2.0-4.0,CI.RSI,-120.208679,34.85191,0.22,85.68,1
2.0-4.0,CI.RSS,-117.326736,33.97327,0.46,40.977,1
2.0-4.0,CI.RUN,-114.978088,32.972221,0.49,38.468,1
2.0-4.0,CI.RVR,-117.37545,33.993511,0.44,42.84,1
2.0-4.0,CI.RXH,-115.622566,33.183128,0.18,104.72,1
2.0-4.0,CI.RYS,-119.352242,34.64341,0.33,57.12,1
2.0-4.0,CI.SAL,-115.985847,33.280102,0.25,75.398,1
2.0-4.0,CI.SBC,-119.71492,34.440762,0.31,60.805,1
2.0-4.0,CI.SBI,-119.029861,33.480461,0.56,33.66,1
2.0-4.0,CI.SBPX,-117.23484,34.232399,0.05,376.991,1
2.0-4.0,CI.SCI2,-118.546967,32.9799,0.37,50.945,1
2.0-4.0,CI.SDD,-117.661713,33.552589,0.19,99.208,1
2.0-4.0,CI.SDG,-117.138046,32.784,0.34,55.44,1
2.0-4.0,CI.SDR,-116.942413,32.735611,0.18,104.72,1
2.0-4.0,CI.SGL,-115.726379,32.64933,0.37,50.945,1
2.0-4.0,CI.SHO,-116.275299,35.899529,0.13,144.997,1
2.0-4.0,CI.SLB,-115.866432,33.485191,0.4,47.124,1
2.0-4.0,CI.SLH,-116.25399,33.192692,0.25,75.398,1
2.0-4.0,CI.SLM,-118.422668,34.452271,0.36,52.36,1
2.0-4.0,CI.SLR,-116.797371,33.833591,0.21,89.76,1
2.0-4.0,CI.SMF2,-118.446274,34.022011,0.29,64.998,1
2.0-4.0,CI.SMI,-120.351318,34.038181,0.49,38.468,1
2.0-4.0,CI.SMW,-120.409973,35.011082,0.02,942.478,1
2.0-4.0,CI.SNO,-116.807777,34.035149,0.03,628.319,1
2.0-4.0,CI.SOC,-117.580132,33.387611,0.42,44.88,1
2.0-4.0,CI.SOL2,-118.289001,34.436001,0.35,53.856,1
2.0-4.0,CI.SPF,-118.646141,34.05933,0.47,40.105,1
2.0-4.0,CI.SRN,-117.789383,33.828541,0.18,104.72,1
2.0-4.0,CI.SRT,-117.750511,35.692348,0.46,40.977,1
2.0-4.0,CI.STC,-119.18676,34.30302,0.23,81.955,1
2.0-4.0,CI.STS,-118.198776,33.790329,0.13,144.997,1
2.0-4.0,CI.SUN,-117.693939,34.21048,0.08,235.619,1
2.0-4.0,CI.SVD,-117.098221,34.106468,0.28,67.32,1
2.0-4.0,CI.SWP,-116.097183,32.79184,0.13,144.997,1
2.0-4.0,CI.SWS,-115.799881,32.94508,0.3,62.832,1
2.0-4.0,CI.SYP,-119.97834,34.527748,0.07,269.279,1
2.0-4.0,CI.TA2,-117.678223,34.38203,0.14,134.64,1
2.0-4.0,CI.THM,-116.077339,33.650661,0.29,64.998,1
2.0-4.0,CI.TIN,-118.230087,37.054218,0.52,36.249,1
2.0-4.0,CI.TOW2,-117.764877,35.808559,0.01,1884.956,1
2.0-4.0,CI.TPO,-118.228638,34.87883,0.29,64.998,1
2.0-4.0,CI.TUQ,-115.923889,35.435841,0.19,99.208,1
2.0-4.0,CI.VCS,-118.117813,34.483719,0.13,144.997,1
2.0-4.0,CI.VDJ,-114.571449,34.189861,0.31,60.805,1
2.0-4.0,CI.VOG,-119.382263,36.32098,0.2,94.248,1
2.0-4.0,CI.VTV,-117.329597,34.56065,0.16,117.81,1
2.0-4.0,CI.WBS,-118.14035,35.53664,0.13,144.997,1
2.0-4.0,CI.WES,-115.731613,32.759041,0.21,89.76,1
2.0-4.0,CI.WGR,-119.274071,34.510849,0.55,34.272,1
2.0-4.0,CI.WMD,-115.581909,33.038261,0.04,471.239,1
2.0-4.0,CI.WMF,-117.854858,36.11758,0.22,85.68,1
2.0-4.0,CI.WOR,-118.242462,35.695629,0.69,27.318,1
2.0-4.0,CI.WSS,-118.649712,34.1717,0.35,53.856,1
2.0-4.0,CI.WTT2,-118.255386,33.948669,0.18,104.72,1
2.0-4.0,CI.WWC,-116.40876,33.940681,0.33,57.12,1
2.0-4.0,CI.XTL2,-117.862488,34.295959,0.47,40.105,1
2.0-4.0,CI.YEG2,-119.963058,35.438309,1.01,18.663,1
